fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
41.8877,21.6451,3.1355,0.2705,0.1722,-56.939,60.4621,-23.3233,5.711,281.8013,0
53.5652,15.8086,2.5325,0.4708,0.2526,-28.2179,51.058,-7.7624,1.6706,178.8746,0
68.8189,28.3825,3.0819,0.3207,0.2305,47.3722,16.4174,3.1729,2.0141,327.0,0
74.808,30.7612,3.4458,0.2493,0.1145,2.1318,51.564,18.0895,46.5046,255.4157,0
33.0012,16.9788,2.7082,0.4661,0.2561,-42.0054,3.2914,12.3988,8.3133,283.485,0
27.7103,19.903,2.6364,0.4383,0.2294,40.6283,34.3237,1.8461,46.9037,191.6875,1
21.8159,8.2502,2.4493,0.5761,0.3099,-70.4911,-35.0409,10.1914,88.4362,95.6826,0
53.6691,31.578,2.8353,0.263,0.1404,-32.8179,-47.4899,4.9166,15.2584,255.2669,0
33.5659,11.1412,2.5512,0.4309,0.2215,49.0799,-57.2877,-11.2787,24.1749,142.7551,1
27.355,22.2731,3.0419,0.369,0.2087,-14.0376,31.3351,-17.6557,68.8977,102.9243,1
29.4128,28.9131,2.8938,0.3011,0.155,41.2067,-31.6249,-23.8694,70.499,92.4087,0
32.4643,22.7107,3.2195,0.285,0.1806,10.2436,-32.6363,-3.1424,35.7685,128.3321,0
46.999,26.6172,2.5316,0.3387,0.2446,-6.5756,26.4486,19.5467,38.7887,239.2763,1
26.2159,17.2791,2.3187,0.4729,0.2907,5.2164,51.5655,58.4541,44.0892,181.8866,1
119.506,38.4816,2.9924,0.2104,0.0978,-69.1461,-20.8372,15.9564,1.7305,227.1071,0
98.7751,50.3893,3.483,0.0994,0.051,32.6744,-14.7698,14.8806,8.0132,182.7682,0
23.7915,8.6716,2.5378,0.3725,0.1969,3.1507,0.7364,-12.4507,4.9173,145.0416,0
30.8095,12.0489,2.373,0.5769,0.3624,-39.4346,43.4487,15.4741,13.5444,38.1227,0
63.1921,10.7187,2.7985,0.4167,0.261,-45.049,-18.3859,1.5526,2.451,399.0409,0
47.6694,20.0879,2.7069,0.2749,0.1938,-18.1157,22.1467,-13.7878,28.1873,93.4003,0
42.5056,31.7807,2.9792,0.2161,0.1224,-17.0094,-16.4518,13.818,29.2679,230.5083,1
97.4353,46.8124,3.1497,0.2805,0.1241,-40.2391,-59.6334,7.4302,18.3512,150.1086,1
21.577,12.1794,2.5002,0.4063,0.2152,-21.8122,0.5153,2.2956,31.0442,151.7246,0
32.2035,17.7964,2.3695,0.5837,0.3277,-33.8931,22.4301,7.0851,48.8626,96.4599,0
70.1449,65.6001,3.2656,0.1862,0.1033,40.78,64.5891,15.9692,22.6675,177.6267,1
76.8108,41.7589,2.9344,0.3136,0.1632,-68.3703,-53.384,2.3067,87.3314,180.0782,0
39.6722,11.1646,3.0013,0.2142,0.1161,1.3432,88.2904,-22.1276,34.5229,173.641,0
15.3603,17.5165,2.4983,0.5174,0.2607,-13.9853,18.0334,-17.8373,1.0188,140.2021,0
24.0574,15.04,2.2245,0.5971,0.3648,17.1189,30.488,-11.7898,56.8956,7.6972,0
37.7911,13.3312,2.2404,0.5067,0.2482,-3.8827,66.9354,-14.5463,3.4207,175.1632,0
39.263,11.8541,2.7072,0.5201,0.3464,7.021,99.3932,-19.0057,3.5709,290.3656,0
14.1866,4.7056,2.2063,0.5514,0.2992,42.1727,97.9172,-12.4466,54.3106,84.0912,0
46.2973,19.324,2.6721,0.4442,0.2076,58.9958,78.2356,-14.7487,65.8713,242.122,0
14.0522,2.0795,2.0263,0.8565,0.5961,-58.9174,-41.3597,21.948,71.1739,101.7061,0
59.6287,34.2866,3.2791,0.2667,0.1527,-37.2508,41.6824,21.1316,29.1494,223.576,1
53.6492,15.6312,2.6794,0.4205,0.2206,-102.0492,90.333,24.3454,76.7303,214.6678,0
175.019,51.147,3.1503,0.2085,0.1496,-111.555,6.122,2.2752,1.9437,197.1261,1
32.7095,16.1663,2.6438,0.4497,0.2198,-23.2444,-28.3194,10.0238,43.9894,176.7353,1
19.4638,10.2161,2.2402,0.5368,0.3149,-67.722,-58.1445,30.7376,33.9603,59.5159,1
43.3503,13.5843,3.1659,0.329,0.1927,-27.9247,-2.8213,-10.046,12.3989,107.5683,0
150.9574,38.2299,3.1111,0.1246,0.0722,-22.7552,-58.307,-19.2733,7.2043,223.6538,1
42.4725,25.8513,2.4615,0.5519,0.318,-8.3511,-70.2862,13.4918,5.1655,159.3906,0
85.5767,35.0659,3.7338,0.1312,0.0645,80.9683,71.1488,-13.8049,0.0405,174.2881,0
56.0961,26.716,2.9483,0.178,0.1077,93.1583,61.6051,16.7747,10.7128,209.7638,1
20.4023,11.0088,2.3034,0.5601,0.3225,27.9845,9.8947,-33.3035,89.1211,98.3625,1
42.0407,10.1365,2.4231,0.5978,0.3769,-1.2885,-44.5751,-27.3743,74.6091,161.5961,1
44.1236,24.0376,2.8195,0.3587,0.2038,-67.4551,-44.709,-18.0932,64.5422,218.2255,0
134.2262,25.706,2.9082,0.2775,0.1429,-98.7958,-10.3653,-7.2876,2.854,236.9836,0
18.4479,7.9649,2.3046,0.4803,0.286,29.7696,-5.6796,25.0095,34.6415,125.0962,0
13.7119,21.1772,2.4332,0.4336,0.2267,-67.9822,27.5159,17.4572,2.0018,213.1308,1
50.6941,18.6966,2.6319,0.489,0.2617,66.0913,-3.5733,-6.6745,57.5627,128.1119,1
93.6033,43.9664,3.9202,0.2196,0.1359,-62.24,-22.7075,48.0276,45.6294,322.645,1
49.6246,18.8447,2.5309,0.2651,0.129,-6.1423,-31.7228,-3.1166,29.566,149.4861,1
14.3092,4.6743,2.516,0.4743,0.2895,-33.0285,63.5803,36.7027,3.0908,167.1419,0
44.6918,13.1201,2.7146,0.3311,0.168,-46.8366,-32.8224,5.2096,49.0909,172.5508,0
15.7496,3.8764,2.3763,0.6212,0.3595,46.5117,96.3618,-8.1292,62.3754,155.0034,0
11.4333,5.2587,2.2374,0.7454,0.4747,6.9257,-75.4096,17.9877,26.4608,219.4108,1
72.3519,41.3028,3.6777,0.1164,0.0541,69.694,-15.1482,-1.5159,7.4747,272.0617,1
97.2913,54.4925,3.7159,0.1575,0.083,-128.9031,-47.9767,35.0123,21.0152,298.7157,0
95.6892,22.032,2.975,0.2427,0.1497,-69.2406,-46.2173,-11.0496,42.921,171.1842,1
54.9718,54.281,3.5244,0.2016,0.1142,-101.2203,-93.1205,47.738,44.4011,177.3295,0
24.1003,17.203,2.8211,0.4258,0.2129,-79.343,-61.5964,4.765,80.2179,125.1532,1
19.1243,4.1007,2.367,0.595,0.3532,72.2451,88.0883,-42.4112,48.1342,138.6752,0
27.6925,16.9348,2.8401,0.3186,0.155,-107.4448,-52.3862,-14.7619,58.3343,171.8476,0
20.9148,14.344,2.2888,0.5412,0.3216,-32.5294,-46.0714,-6.6093,29.2939,103.7723,0
49.5386,26.7653,3.0591,0.2841,0.1318,58.3002,-53.9973,-10.4313,14.6968,181.0297,0
29.0959,15.8636,2.2358,0.5549,0.2679,46.6905,46.9447,-29.5536,59.9494,160.7706,0
30.7113,28.0273,3.6856,0.125,0.0628,2.0415,82.6658,42.9413,0.3759,175.2217,0
40.3986,13.8557,2.3756,0.5252,0.2876,-5.569,-127.2369,6.5652,36.0042,65.3575,1
37.4892,21.1553,2.6618,0.5445,0.2792,-10.7114,-10.7348,-9.8992,76.8816,121.4784,1
52.8414,19.2546,2.5883,0.432,0.2364,11.1759,-23.5627,23.212,13.0803,211.1349,1
87.556,33.0655,3.0359,0.3772,0.2118,17.8845,8.2241,25.8113,50.7082,279.9236,1
57.8815,22.7711,3.0889,0.2494,0.1332,64.3191,47.0039,-24.3202,5.5722,293.2209,1
163.7249,27.1331,3.1064,0.1834,0.0997,-102.1547,6.2192,-4.1718,19.2522,270.4878,1
65.1264,28.0161,2.8902,0.1962,0.1063,97.605,24.0114,-23.3044,18.3368,107.3471,0
13.6566,7.4532,2.3392,0.5906,0.3327,14.3492,19.2644,21.7902,43.3397,72.7467,0
16.7848,15.1778,2.7424,0.4702,0.2799,0.4473,96.8977,-21.7109,18.0834,159.0643,0
68.6735,7.9124,2.4019,0.5044,0.2868,-21.9875,29.4882,-17.4868,17.693,184.7737,1
73.7248,33.3019,3.4788,0.1995,0.1004,-65.5407,31.8037,-13.715,67.3007,220.0736,1
36.2828,15.7818,2.9736,0.2791,0.1349,68.1737,93.9373,-34.9835,7.2323,161.7096,0
51.0745,28.3107,3.1612,0.2213,0.1248,10.4151,-53.8855,-1.4183,51.858,296.7398,1
67.4657,37.5422,3.3499,0.3021,0.1702,-6.0274,-49.5585,2.1831,5.1191,269.7669,1
56.0715,8.061,2.3317,0.5624,0.3521,-83.6887,-48.2028,6.4689,10.6144,251.0059,1
64.7799,11.1917,3.1447,0.3886,0.2274,16.9654,46.0115,5.0774,31.8253,211.3231,0
11.1633,4.5976,2.1146,0.8175,0.5065,120.7802,44.2117,-8.2773,63.3582,153.4913,1
82.2036,49.3935,3.2607,0.2065,0.099,-70.8369,-54.0643,10.1678,9.387,344.0194,0
21.3265,11.0172,2.6036,0.3882,0.178,55.0554,48.142,44.3063,66.5868,71.6181,0
57.4876,18.0051,3.2578,0.2127,0.1266,-4.144,-28.9055,-21.142,0.6775,132.6846,0
66.4891,24.3235,2.4422,0.3881,0.2184,46.9434,-94.1804,1.7922,14.962,70.7393,0
88.9554,46.4485,3.494,0.1735,0.1163,-77.5876,-60.4208,12.9935,1.0887,287.2195,1
17.5296,14.0308,2.2261,0.5027,0.3031,1.6577,59.0076,4.7668,16.153,63.6314,1
13.1531,3.4166,2.1646,0.6296,0.4052,-32.7276,18.5177,12.6456,1.9703,187.0385,1
87.2257,14.7722,3.4321,0.1707,0.1071,-7.0516,39.16,5.8615,23.6229,268.0167,0
12.8401,7.4564,2.1453,0.5882,0.3361,-38.101,23.3279,-9.1626,32.6457,132.3946,0
112.0751,29.9504,3.5646,0.1378,0.0679,-49.1799,10.5526,31.9621,20.0929,214.193,1
26.3799,8.8568,2.5174,0.3674,0.197,131.0163,29.5974,23.2949,8.4634,188.374,0
23.1305,8.3723,2.4028,0.6488,0.3604,-74.8482,-4.1084,-1.1657,31.3371,300.202,1
61.9392,6.381,2.6217,0.3052,0.1602,45.5453,-9.5795,-9.9172,11.9761,126.6999,0
38.213,25.5256,3.2323,0.1829,0.133,124.7303,40.6647,-3.023,10.2593,88.4489,0
30.4359,13.5908,2.6892,0.4345,0.3029,28.116,48.0974,-29.7356,39.618,187.7238,0
15.1453,5.37,2.9649,0.4313,0.2575,-5.0021,119.1067,-17.4516,18.7219,168.3267,0
46.3446,10.2828,2.6636,0.2794,0.1345,56.2828,13.2944,-9.9218,4.1136,126.4462,0
40.7614,13.6508,2.2956,0.5705,0.3093,-14.3901,-58.3018,26.6545,89.8113,246.0034,1
42.7563,8.5005,2.6737,0.3401,0.1749,-84.5662,46.5888,13.0284,0.0582,302.2116,0
50.9933,45.5082,3.1933,0.2914,0.1562,85.6792,-30.0415,-22.9109,65.2698,238.3529,1
15.8393,7.5322,2.2744,0.6153,0.373,49.1374,1.2831,-20.262,1.3621,203.6154,0
44.7553,20.1614,2.3364,0.5982,0.3197,-3.5488,28.6292,24.5515,58.2547,212.897,0
19.3127,7.6399,2.6567,0.3684,0.2191,19.4183,-9.3978,7.6792,14.7356,211.5065,0
44.579,33.3749,3.2302,0.191,0.0998,-27.2574,38.3064,-21.8684,75.9331,135.3714,0
11.0869,5.14,2.2234,0.6999,0.4731,-83.8144,8.9462,-21.8738,18.5398,143.7383,0
62.2823,23.0361,2.9443,0.2043,0.1136,43.2935,-18.0325,58.9522,28.4798,176.7812,0
43.1542,26.3629,2.9913,0.1639,0.0792,4.3506,18.7391,-24.5909,36.4467,223.5775,0
14.1107,9.646,2.3265,0.6494,0.3852,-83.0315,39.0303,-2.0162,20.2775,170.3898,1
43.7689,16.7203,2.7517,0.2798,0.1222,25.5426,112.4161,-28.5606,9.8476,122.1013,0
68.1528,39.1591,3.4361,0.1895,0.1136,3.2015,43.7115,7.2873,36.4894,155.8229,1
48.6365,27.8277,3.3644,0.2027,0.1204,-41.8423,-14.174,-2.1609,0.4106,329.51,0
64.1266,17.1438,2.6662,0.3663,0.171,-53.0543,-15.9413,0.3294,10.3733,211.1391,0
28.9425,18.4673,2.8718,0.2481,0.126,-11.8191,29.6529,1.633,47.8992,171.2919,0
39.0551,20.9064,2.7583,0.3595,0.1635,31.1347,-3.4016,-27.1074,0.4178,157.5721,0
51.1004,32.882,2.8184,0.3827,0.2079,-44.0057,-6.9171,49.7393,87.4613,138.6249,1
78.5886,19.4307,3.005,0.2943,0.2116,14.4546,8.1365,18.2598,3.7669,121.4729,0
119.3167,63.2902,3.6901,0.0692,0.0366,-7.0511,-32.2736,17.4169,4.0802,338.8224,0
78.3636,23.2484,3.0711,0.3788,0.2316,-118.3144,-48.2143,-12.561,65.3245,282.959,1
41.1649,31.5918,3.1671,0.1534,0.0721,-85.0214,13.9482,-10.3988,22.4538,74.95,0
31.1529,14.5978,2.3004,0.5796,0.3462,-53.3316,-13.192,4.7246,60.9293,144.284,1
157.745,61.3836,4.1757,0.1554,0.0611,11.4109,-25.1549,-3.6471,3.4742,399.0409,1
12.4675,3.274,2.0632,0.8009,0.4601,59.6802,1.1241,49.8004,61.0967,91.5381,1
14.4976,4.496,2.0614,0.7125,0.3851,31.209,-14.4103,-58.4113,15.8922,76.6334,0
88.7452,43.1562,3.4391,0.127,0.0649,-21.7884,3.917,15.0398,0.1622,245.1721,0
18.2219,2.1879,2.1607,0.7133,0.4184,9.0135,-4.8405,9.6264,15.7295,127.7233,0
101.7427,23.8964,2.6723,0.386,0.2372,-96.8262,-12.7735,-41.4778,25.9062,267.0644,1
15.2765,9.6935,2.2323,0.6836,0.4044,41.3048,-137.6525,9.5964,81.1961,202.0926,1
26.873,14.4588,2.526,0.4517,0.2486,-67.4364,-4.4714,67.499,23.946,209.6356,1
70.729,25.6041,3.0346,0.2548,0.1284,-15.5455,54.9255,5.7505,0.3158,262.4751,0
12.5408,5.424,2.2206,0.6654,0.3776,-2.7419,-13.7798,-7.415,78.754,59.2165,1
32.6471,16.0573,2.7998,0.466,0.2443,-150.961,65.5766,-5.0179,4.5981,270.2255,0
34.024,13.7126,2.6617,0.3635,0.1571,119.4368,-4.9544,-30.604,28.457,220.1872,1
22.511,7.1442,2.5763,0.5479,0.3275,52.8642,88.5313,-23.2562,42.2246,267.533,1
51.9092,19.6513,2.6179,0.4652,0.2764,-39.4285,-38.1336,-2.1624,10.2947,209.1719,0
40.7558,8.3808,2.5745,0.4832,0.2634,61.6552,-5.7396,-46.1071,71.8206,88.1572,1
18.8469,2.7994,2.1824,0.6975,0.3992,59.3101,14.4566,-28.0718,40.5932,128.4322,0
68.6481,51.7409,4.2023,0.067,0.0373,-22.4952,20.1982,4.7336,38.0649,234.0445,0
90.9682,44.8489,3.0932,0.1789,0.0902,-60.4592,-8.3403,-4.8885,30.8875,237.0908,1
12.9968,2.9495,2.3405,0.8034,0.5272,92.1027,-29.2334,27.5082,10.6615,204.3416,0
73.9986,21.2043,2.724,0.2255,0.1105,71.0906,89.5054,1.0918,84.5158,69.441,0
54.7841,27.094,2.8638,0.1991,0.1271,-115.5674,49.3354,-33.1121,20.8535,214.8574,1
46.8099,21.9861,2.264,0.5524,0.2815,-4.9453,-73.4039,11.8386,87.8158,60.448,1
75.427,18.2722,3.1777,0.3697,0.1907,18.3059,-37.6714,21.2097,21.1373,243.6699,0
71.1134,32.7186,3.2742,0.1987,0.1106,35.9372,110.5798,-36.1202,1.8042,120.705,1
15.1761,14.1424,2.5626,0.3475,0.1731,-10.5068,61.9452,38.1659,33.1264,160.4014,0
49.7863,46.08,3.1235,0.1436,0.0658,123.0229,53.4387,-9.4462,2.2748,148.1529,0
22.3028,27.0692,2.5821,0.5322,0.3267,-74.0079,-104.7463,22.2777,76.2335,164.3178,1
54.5375,13.7078,2.4685,0.3987,0.187,16.7806,14.2765,-15.3774,59.2568,149.0415,1
29.9443,11.9381,2.6047,0.458,0.2465,-55.6489,55.127,-15.9724,49.8498,77.1833,1
28.6668,20.5742,2.8027,0.4155,0.2476,48.175,-13.9628,15.1505,29.3713,169.5783,0
27.563,16.6589,2.4901,0.4138,0.2507,22.4836,144.3546,17.5744,0.4497,255.202,0
30.1789,31.5045,2.4519,0.5448,0.2874,-72.121,-79.6079,47.1569,17.0309,129.6293,0
38.7804,21.8034,3.2887,0.2468,0.1591,-53.6991,7.775,-18.2864,9.4308,224.6059,0
66.7393,33.1273,3.6572,0.1651,0.0877,22.2364,49.1921,46.5786,37.2463,204.7,0
21.8271,13.9206,2.5094,0.4703,0.2724,55.0948,91.462,-25.7889,6.0577,345.0911,0
51.6003,14.5608,2.6713,0.3783,0.2044,-5.8564,7.6858,-21.7124,41.8491,154.7467,0
40.1155,26.7046,3.0562,0.3155,0.1431,-65.5339,-73.6571,21.0008,69.4574,274.5954,0
77.1478,21.7054,3.5387,0.1928,0.1194,-52.3296,46.8297,2.3306,11.0574,262.2703,1
36.1728,20.8255,2.6617,0.3708,0.1957,-32.9271,15.0775,3.7389,16.4865,276.4201,1
120.0598,39.9039,3.277,0.1778,0.0853,-13.5828,35.4933,-29.9265,49.5694,177.9765,1
11.5245,2.5273,2.2113,0.8137,0.4916,77.3112,13.5797,-14.1699,76.7773,152.0945,0
69.6755,31.8667,2.9224,0.2727,0.1144,-2.4503,27.6212,7.2338,11.5015,357.4503,0
82.3319,25.7158,3.1091,0.1227,0.0904,-45.1793,-43.115,-3.1991,9.8014,109.8841,0
40.4655,11.6494,2.9309,0.3884,0.2567,13.6245,69.0259,-9.2254,2.7838,291.5782,0
54.3742,33.7393,2.7061,0.3168,0.1587,-45.9701,-28.6078,-10.558,45.3467,133.581,0
32.1615,19.5499,2.5593,0.4998,0.3087,41.5415,-5.051,-11.4895,3.2551,243.4058,0
42.3153,18.998,2.7682,0.2765,0.1664,25.6634,68.385,-13.2983,18.486,86.5672,0
33.1953,28.4249,2.7493,0.3109,0.1459,-51.6844,26.2199,-26.5341,31.8235,103.676,0
67.0326,29.9366,3.2287,0.3336,0.2108,-81.7403,106.4029,-23.6277,0.1402,197.2584,0
15.262,20.0349,2.3194,0.5847,0.286,5.7977,-46.5178,-0.1422,65.8551,156.8934,0
161.3112,42.0603,3.3903,0.1689,0.1202,-54.8111,-87.1823,8.4312,41.7102,228.0874,1
168.6859,66.7656,4.5312,0.0552,0.0312,-54.1836,-4.1766,-2.6742,3.3687,316.5536,0
19.2484,7.9851,2.4537,0.5669,0.3399,81.9264,90.6703,10.7262,23.4623,185.9776,1
27.0398,19.1091,2.3865,0.4535,0.2433,-74.2152,-34.8772,-21.1099,81.4246,192.0409,0
25.1956,21.7008,2.7125,0.356,0.1877,3.4704,-16.7742,16.2496,9.5928,149.5335,0
45.6381,13.8917,2.7179,0.228,0.1047,17.2418,7.1308,4.8469,68.9213,82.5563,0
166.068,69.8478,4.0797,0.0924,0.0471,-81.5496,6.0802,13.2955,24.3303,189.4939,0
103.0408,32.2155,3.6304,0.0988,0.0449,59.5905,29.1883,1.267,2.9846,329.9906,0
18.7458,21.9227,2.537,0.3725,0.1971,33.3551,33.8737,6.3389,4.8994,107.4742,1
89.0925,21.219,2.8228,0.3611,0.1713,-23.1496,39.2783,11.0508,76.0683,209.5281,1
45.3715,21.7361,2.5902,0.3818,0.2178,42.956,-25.2566,-2.6555,28.8548,125.5972,0
115.4927,47.672,3.6432,0.201,0.116,-60.9198,-71.887,7.5283,39.0068,139.932,0
30.7654,19.6929,2.9894,0.2506,0.128,32.2669,23.7604,-22.9213,21.9202,166.0768,0
119.6863,28.9537,3.0498,0.2888,0.1853,-86.3799,-42.0615,-16.9321,31.2453,288.4879,1
41.9113,25.9676,2.7192,0.3284,0.168,-44.8967,-8.8415,28.3788,57.5469,224.7419,1
74.898,15.4001,2.9081,0.2751,0.1436,66.624,88.4814,-4.4746,4.9754,198.411,0
83.105,51.2069,3.7053,0.1858,0.0917,-56.024,-58.3018,11.6428,7.8766,279.3642,1
60.5766,22.9507,3.2214,0.3496,0.1761,113.5287,121.3553,-24.9116,37.6182,162.3216,1
79.004,23.6858,2.7923,0.2816,0.1576,102.3651,28.4786,-13.1871,80.8934,129.8786,0
81.8499,26.6401,3.4575,0.2293,0.1222,-21.3887,-4.7682,8.5879,36.5661,298.1969,1
36.5273,6.0813,2.6084,0.5519,0.3321,17.617,40.5471,-26.5566,55.3146,158.9555,0
45.569,12.8822,2.4645,0.4535,0.2271,-1.5519,-34.1758,17.7997,86.8886,101.2953,0
34.3992,23.5077,3.0353,0.2417,0.1809,19.4697,-3.5166,44.5609,18.5102,6.6852,0
56.8985,24.6069,2.6644,0.3714,0.2129,11.76,5.0597,-4.2142,73.4017,173.6865,1
31.8716,38.0052,2.7492,0.3412,0.179,14.6335,-25.9858,33.5607,57.2805,80.4693,1
32.7085,26.2609,2.7298,0.3986,0.2215,91.2742,-12.5673,-4.1618,58.0907,151.2477,0
27.5033,23.1408,2.6091,0.2078,0.0902,-57.4935,0.1933,19.4282,0.1998,106.8222,0
75.8644,12.8255,2.2899,0.5438,0.3089,0.7001,-97.4804,-5.9907,11.3171,158.2704,1
22.1126,15.1117,2.6934,0.3788,0.2099,-8.4888,29.8697,-7.5463,77.027,151.0894,1
74.4129,26.5916,3.0794,0.2054,0.0943,-42.4222,25.2668,6.5438,3.6482,296.1966,0
13.4589,7.6751,2.2047,0.6982,0.3858,-72.8339,-26.517,-14.2222,9.9722,187.4574,1
28.6091,33.896,2.9235,0.4522,0.2467,12.4218,-142.6769,0.2796,53.9367,133.4158,1
25.8118,16.6927,2.5766,0.472,0.2835,28.6435,23.2777,-11.8084,28.3409,82.2096,1
53.5494,18.7825,2.8312,0.4417,0.2484,7.7734,-23.4526,41.2992,85.8086,124.9411,1
152.1943,50.9793,4.0144,0.077,0.0418,-41.1356,5.6436,53.418,10.8168,347.8927,1
20.864,13.3784,2.5308,0.3858,0.2233,-12.3985,-15.2956,12.7792,84.9205,115.0891,0
154.1806,59.9454,3.6485,0.2074,0.136,-222.3368,-108.2174,42.3774,70.5628,297.7429,1
18.4927,16.8935,2.4425,0.5414,0.2787,47.2122,-2.804,28.4115,3.7416,221.5426,0
77.9262,23.8367,3.2304,0.3223,0.1871,48.0322,28.116,-0.4682,32.6884,333.2892,1
119.283,32.9006,3.7024,0.1471,0.0926,29.7314,106.0071,17.3954,26.3567,252.8098,0
61.2762,37.5666,3.0895,0.2199,0.1404,-103.7144,-28.9584,46.9539,43.6382,331.871,1
87.211,33.8073,3.3882,0.1322,0.0521,-32.413,-83.3386,-35.7171,33.2181,246.7324,1
55.3498,21.0671,2.5845,0.3836,0.2341,-24.1878,23.4162,-2.8609,51.4402,133.4094,0
94.0005,17.3656,3.0814,0.227,0.107,15.3198,27.6303,-17.6503,2.2315,258.7102,0
31.9515,22.3922,2.6427,0.5385,0.3423,30.9762,35.7428,-27.5216,21.0803,215.6753,0
176.2584,39.4275,3.9743,0.0502,0.0322,-39.0224,84.8074,10.1525,2.8477,278.0747,0
21.1509,10.1731,2.1382,0.7697,0.4254,53.7742,-152.449,34.2168,82.9152,79.9309,1
65.3266,27.2749,3.2732,0.1967,0.1026,20.4613,83.7051,-7.9632,0.6373,259.4615,0
32.6421,21.475,3.1277,0.2995,0.1666,-27.5404,-50.8437,-20.9831,0.1648,193.4424,1
23.9376,8.4951,2.454,0.3603,0.1607,51.9801,70.7034,-15.2824,1.8451,103.9818,0
132.1439,45.6439,3.2198,0.1888,0.1062,-77.2223,-35.7446,28.9626,2.5385,74.4063,0
26.2658,28.4417,2.7849,0.3842,0.223,-22.5329,-74.8895,-29.3106,59.8197,111.6623,1
31.243,16.667,2.5698,0.4933,0.2403,-39.0901,-87.5908,-5.5255,80.8038,71.6744,1
85.8286,37.4593,3.0732,0.1775,0.1058,-37.7983,-74.9518,-2.1284,0.8874,229.7653,0
98.1414,19.4456,3.1353,0.2561,0.1371,46.8997,68.227,-0.749,21.6239,334.7461,0
95.1106,36.1816,3.6292,0.2183,0.123,12.9208,-13.2054,-4.6168,9.3781,193.548,0
10.8201,6.5945,2.1448,0.826,0.514,-22.9142,-10.59,30.6675,37.7943,116.6096,0
39.5153,17.3788,3.0016,0.2501,0.1428,2.3881,29.6194,22.4316,79.1563,257.5719,1
40.3327,14.4163,3.2625,0.2157,0.1223,10.6248,103.8676,-8.788,0.1302,227.0979,0
155.1649,39.5521,3.1845,0.2471,0.1032,-18.761,-41.8194,-62.8268,47.9604,185.3656,1
85.9111,54.5151,2.8864,0.1626,0.0791,-30.8817,-61.8046,4.5213,46.9512,168.4972,0
103.181,55.3781,3.3521,0.2679,0.1133,-90.2736,-72.1045,-15.5888,78.8123,101.8153,1
45.1936,12.2214,2.6898,0.4039,0.2036,7.2238,-30.5803,-24.0691,55.523,115.8706,1
52.5944,25.353,2.9702,0.2342,0.1525,59.8654,16.3507,6.3282,1.4858,178.6268,0
98.7155,26.6822,3.5246,0.1591,0.0853,5.073,42.2339,19.9021,46.0141,236.3421,1
19.5819,11.3236,2.6322,0.4051,0.2782,-46.5718,5.4813,5.9431,13.9682,66.601,0
38.1234,15.3439,2.6889,0.5148,0.3154,-8.5647,24.1724,-12.5386,2.4609,275.1988,0
50.0218,18.8558,2.6055,0.4391,0.206,18.7315,-46.5671,39.1136,6.6614,204.813,0
48.0894,24.6581,2.5757,0.4879,0.2559,-0.2034,1.2271,29.5435,55.78,143.2392,1
45.9477,25.4235,3.0693,0.283,0.1541,-86.4156,-14.098,10.5741,11.561,180.5807,0
141.1708,46.5417,3.5233,0.1479,0.0692,-84.3916,23.1703,14.5355,22.1783,312.5261,1
33.688,22.1358,2.9372,0.3637,0.2022,-25.1878,13.2526,-1.4837,1.1298,254.83,0
15.1828,9.4152,2.302,0.6661,0.3893,42.0137,110.9757,-0.4107,0.6227,159.587,0
81.6101,32.576,2.8453,0.2584,0.1144,77.1917,-36.9756,-2.5444,57.4642,127.6052,1
37.6954,11.7447,2.4008,0.5812,0.3535,25.9918,43.3836,-15.2905,76.6368,174.3256,0
60.1865,28.477,2.7495,0.3039,0.1528,25.8938,28.3881,21.3718,37.8751,147.5534,0
145.812,61.8662,4.3799,0.1277,0.0835,-123.5883,38.2393,-12.2132,1.2089,300.7598,1
37.7044,14.4828,2.5049,0.3153,0.1784,2.764,-0.1168,7.4905,45.069,217.386,1
16.0957,8.7647,2.6086,0.5191,0.2669,52.8837,-16.2198,-11.6914,50.186,141.7916,0
197.5407,42.8687,4.0153,0.0809,0.0502,35.8527,-20.6678,39.4123,1.8334,315.1459,1
18.9827,12.8776,2.6054,0.4259,0.2689,-1.8426,31.28,62.208,88.8987,182.3577,1
48.3013,38.5088,3.1267,0.2494,0.1218,8.2826,0.7871,-7.1206,38.9107,169.9274,1
24.0332,6.0995,2.3952,0.4285,0.2636,7.117,81.1334,32.6556,0.6318,141.9658,0
67.3897,33.7452,3.0864,0.1788,0.1208,17.5664,55.8309,-0.0877,12.8718,216.6015,0
35.1314,13.8573,3.3097,0.3187,0.1698,-7.6694,100.8601,19.1247,20.4569,220.707,0
55.1326,38.1115,3.2804,0.1843,0.101,-15.4959,-46.5329,-38.3658,11.7152,167.5838,0
181.922,56.3001,4.0029,0.0663,0.0404,-111.2406,-19.5845,-0.4008,4.1566,301.5478,1
54.0139,37.263,3.1078,0.1979,0.0913,-1.5025,-1.8128,15.3045,31.5303,104.9818,0
38.1168,16.9273,3.1718,0.3501,0.2061,4.421,-19.5871,-31.1011,52.1159,176.4577,1
68.9577,28.0369,2.9575,0.1567,0.1038,-16.1694,8.5693,-5.1374,7.7194,172.6826,0
